input_bod,input_cod,input_heavy_metals,input_virus,input_bacteria,pH,temperature,flow_rate,biofilter_media,filter_age,output_bod,output_cod,output_heavy_metals,output_virus,output_bacteria,recommended_biofilter
159.1,1130.7,0.065,118,2001,6.14,36.2,9.52,activated carbon,87,34.2,357.0,0.017,30,563,Trickling Biofilter
255.9,709.2,0.124,275,2033,7.26,35.4,4.73,woodchips,87,83.4,193.7,0.041,34,569,Trickling Biofilter
305.1,436.1,0.128,206,7899,6.63,38.3,3.94,biochar,53,109.4,170.0,0.019,72,951,Advanced Bio-scrubber
480.5,536.7,0.036,95,9465,6.4,37.1,6.46,woodchips,42,108.8,142.7,0.012,27,1217,Trickling Biofilter
433.9,591.9,0.1,196,6051,7.12,33.7,9.37,activated carbon,42,131.8,129.6,0.033,30,1648,Advanced Bio-scrubber
300.8,760.7,0.073,274,5476,5.97,21.0,8.53,activated carbon,53,107.0,303.8,0.009,29,985,Advanced Bio-scrubber
691.6,667.2,0.133,209,1478,8.75,35.7,9.96,biochar,29,174.4,169.2,0.014,23,198,Advanced Bio-scrubber
455.6,1111.3,0.036,146,1515,8.54,36.9,1.2,woodchips,45,106.0,411.5,0.014,37,306,Compost Biofilter
227.1,646.7,0.103,273,2191,7.98,36.0,2.02,activated carbon,16,60.7,150.8,0.016,87,402,Trickling Biofilter
143.1,1191.4,0.093,232,7297,5.87,30.2,6.49,activated carbon,41,44.5,412.5,0.032,32,1050,Advanced Bio-scrubber
174.8,1036.6,0.048,269,1271,8.22,24.7,8.39,woodchips,76,55.1,316.0,0.013,45,310,Trickling Biofilter
232.5,329.4,0.025,103,9334,8.33,36.9,3.57,woodchips,48,52.6,130.5,0.004,20,2112,Compost Biofilter
179.6,1123.7,0.099,32,8778,8.19,34.5,3.15,gravel,33,52.4,349.0,0.014,5,1053,Trickling Biofilter
195.7,228.0,0.112,64,7008,5.9,39.6,8.08,biochar,95,49.6,46.7,0.028,14,1998,Trickling Biofilter
256.8,999.2,0.051,146,8987,7.75,23.1,1.51,biochar,79,94.6,320.5,0.011,39,1902,Trickling Biofilter
187.5,518.7,0.099,133,4332,8.42,24.5,4.32,woodchips,97,49.3,118.8,0.031,41,650,Trickling Biofilter
636.0,1065.8,0.062,295,1787,7.52,24.2,5.55,biochar,96,233.9,383.4,0.023,115,252,Advanced Bio-scrubber
129.7,1054.9,0.108,224,7222,7.76,35.9,6.04,activated carbon,63,37.1,391.7,0.037,85,919,Advanced Bio-scrubber
405.2,986.5,0.034,292,1622,7.1,23.7,7.56,woodchips,47,139.9,292.4,0.006,79,300,Trickling Biofilter
334.4,969.0,0.134,77,4841,7.35,21.3,4.19,woodchips,83,101.0,345.6,0.049,25,615,Trickling Biofilter
689.1,435.1,0.047,238,4676,5.62,40.0,6.51,woodchips,89,223.5,99.6,0.016,92,856,Advanced Bio-scrubber
149.5,189.0,0.058,128,3572,7.74,20.5,6.27,gravel,84,41.7,56.4,0.022,16,463,Trickling Biofilter
326.7,543.3,0.013,298,7915,5.79,36.7,5.93,biochar,41,115.5,151.5,0.003,30,1831,Trickling Biofilter
681.1,290.9,0.021,193,6033,7.02,27.3,6.76,gravel,54,194.1,93.7,0.007,21,1551,Trickling Biofilter
616.6,864.4,0.08,283,8788,6.52,36.8,3.34,activated carbon,70,179.7,180.6,0.022,76,1845,Advanced Bio-scrubber
586.6,480.7,0.044,130,6214,7.41,31.1,1.76,biochar,79,178.1,168.4,0.008,43,1467,Trickling Biofilter
239.9,1173.2,0.126,206,5712,5.97,38.0,2.07,gravel,97,87.9,253.2,0.05,43,1643,Advanced Bio-scrubber
186.0,805.1,0.007,288,1066,7.92,38.5,3.02,woodchips,62,61.7,266.7,0.001,76,243,Trickling Biofilter
494.6,1004.7,0.06,248,8533,8.28,20.2,5.5,gravel,60,133.5,204.6,0.009,63,1475,Advanced Bio-scrubber
656.2,245.8,0.054,175,5616,6.07,21.5,8.56,woodchips,85,219.2,90.1,0.02,22,1066,Advanced Bio-scrubber
425.2,1048.2,0.008,208,2140,5.87,25.0,7.31,gravel,65,139.7,246.3,0.001,41,582,Trickling Biofilter
434.4,1115.0,0.023,291,6730,6.01,33.4,8.1,gravel,36,167.8,338.0,0.008,31,849,Trickling Biofilter
253.6,635.8,0.065,21,8465,8.57,37.8,4.16,gravel,47,93.4,160.4,0.02,3,1398,Trickling Biofilter
557.1,766.9,0.076,265,5471,7.35,29.2,4.64,woodchips,71,183.6,264.2,0.008,91,1179,Advanced Bio-scrubber
196.0,941.3,0.064,229,4339,7.14,32.1,4.54,gravel,27,52.6,248.8,0.015,80,1021,Advanced Bio-scrubber
280.7,292.3,0.082,32,1548,5.87,23.8,2.73,biochar,73,99.9,100.8,0.027,11,391,Compost Biofilter
343.8,652.8,0.091,115,8675,7.77,36.1,1.55,biochar,86,108.3,167.8,0.025,37,1420,Trickling Biofilter
394.7,538.5,0.006,240,9264,8.54,39.3,6.32,biochar,39,156.7,188.7,0.002,81,1197,Trickling Biofilter
230.3,261.0,0.072,257,1198,8.4,25.4,9.9,woodchips,58,57.5,53.8,0.026,77,349,Trickling Biofilter
151.2,504.3,0.145,113,1571,7.69,29.9,2.5,woodchips,50,32.6,129.4,0.029,34,181,Trickling Biofilter
458.6,175.0,0.08,288,1790,5.76,21.7,1.42,biochar,22,98.1,52.5,0.01,86,213,Trickling Biofilter
259.0,128.4,0.103,190,2174,5.89,31.2,8.02,biochar,43,85.0,26.8,0.039,48,433,Trickling Biofilter
440.4,248.7,0.05,113,1178,5.67,30.1,3.27,biochar,34,170.8,59.0,0.013,24,311,Compost Biofilter
175.7,1159.4,0.117,168,3244,6.4,22.9,8.47,activated carbon,75,35.2,448.6,0.014,54,827,Advanced Bio-scrubber
378.3,704.5,0.117,131,5086,5.97,28.8,7.34,biochar,27,130.6,278.5,0.04,25,1462,Trickling Biofilter
410.2,1162.4,0.081,74,1734,6.41,26.7,9.51,gravel,14,135.9,404.5,0.029,19,223,Trickling Biofilter
112.1,575.7,0.147,135,7232,6.85,30.4,4.68,activated carbon,28,38.8,144.2,0.043,31,1267,Trickling Biofilter
288.7,443.0,0.023,162,1798,8.8,31.7,6.96,activated carbon,51,78.3,111.7,0.005,30,281,Trickling Biofilter
163.3,656.8,0.007,220,8601,7.64,20.2,5.18,woodchips,27,59.5,216.2,0.002,86,2341,Trickling Biofilter
119.3,583.5,0.117,199,9979,8.42,35.2,6.68,gravel,41,24.9,130.4,0.037,35,1973,Advanced Bio-scrubber
693.8,216.2,0.122,221,3795,7.99,34.3,5.05,woodchips,30,243.6,84.2,0.045,43,400,Advanced Bio-scrubber
279.9,804.9,0.022,72,5588,5.89,27.3,2.7,woodchips,19,70.9,197.2,0.009,11,1350,Trickling Biofilter
582.1,337.6,0.044,199,8297,8.08,21.1,5.57,gravel,46,171.9,135.0,0.011,69,1475,Trickling Biofilter
237.9,781.5,0.008,156,4084,6.46,35.1,5.76,woodchips,58,86.7,233.8,0.003,43,842,Trickling Biofilter
502.5,815.2,0.048,201,1731,7.74,39.1,8.3,gravel,95,127.8,288.8,0.019,57,483,Trickling Biofilter
551.3,267.2,0.117,20,2129,6.69,24.8,7.62,gravel,22,130.7,53.6,0.017,7,322,Trickling Biofilter
449.3,167.5,0.08,63,2605,8.99,26.5,6.97,woodchips,64,151.1,63.3,0.008,13,386,Compost Biofilter
372.4,958.8,0.055,246,3933,6.42,23.7,2.02,biochar,26,114.2,243.5,0.02,39,600,Advanced Bio-scrubber
335.3,605.8,0.059,117,9516,6.48,31.5,7.49,woodchips,18,101.6,202.1,0.009,19,1595,Trickling Biofilter
296.3,164.0,0.005,227,6074,8.76,23.1,5.5,activated carbon,97,74.5,59.2,0.001,73,738,Trickling Biofilter
656.3,1194.4,0.048,284,8099,5.59,27.1,9.05,woodchips,53,135.8,278.1,0.007,81,1939,Advanced Bio-scrubber
595.0,163.6,0.099,290,2490,7.94,33.9,9.28,gravel,87,167.8,47.2,0.021,47,352,Trickling Biofilter
678.3,864.5,0.146,159,1893,8.04,31.2,1.5,activated carbon,55,150.1,258.3,0.024,23,540,Advanced Bio-scrubber
157.1,1182.0,0.128,256,2390,8.43,27.7,8.39,gravel,17,59.9,310.2,0.025,35,342,Trickling Biofilter
533.1,363.1,0.008,91,4389,8.91,28.4,1.34,biochar,46,111.0,107.6,0.003,26,663,Trickling Biofilter
661.8,256.5,0.135,174,5239,8.91,31.2,4.3,biochar,28,189.5,67.6,0.042,17,835,Advanced Bio-scrubber
192.4,233.5,0.119,209,5479,5.73,20.1,5.88,activated carbon,72,40.5,63.5,0.037,22,1390,Trickling Biofilter
121.2,433.6,0.118,287,3263,8.38,21.6,2.33,biochar,55,26.6,144.8,0.015,62,605,Advanced Bio-scrubber
539.5,211.2,0.071,126,4432,7.76,37.6,7.72,biochar,80,179.0,69.0,0.023,39,1169,Trickling Biofilter
436.2,861.4,0.063,251,3371,7.77,21.6,1.08,woodchips,35,143.7,212.3,0.02,77,866,Advanced Bio-scrubber
601.9,168.5,0.049,61,5312,5.95,34.1,2.52,woodchips,55,124.4,63.9,0.015,14,1519,Trickling Biofilter
166.7,660.4,0.015,209,2515,7.78,38.4,6.23,biochar,55,33.4,246.0,0.003,64,632,Trickling Biofilter
573.1,1196.4,0.038,158,7326,8.94,25.4,7.43,biochar,84,123.7,361.1,0.009,40,809,Advanced Bio-scrubber
205.0,995.4,0.041,122,8088,8.69,27.4,9.25,woodchips,23,72.3,285.3,0.015,48,2163,Trickling Biofilter
181.5,776.7,0.075,190,6586,7.04,31.4,7.35,biochar,94,57.5,213.9,0.023,28,1894,Advanced Bio-scrubber
181.8,436.9,0.113,292,3917,5.64,37.6,7.05,biochar,72,37.7,149.2,0.036,82,1170,Advanced Bio-scrubber
585.0,786.3,0.074,240,6731,6.77,38.8,4.55,gravel,81,174.1,262.9,0.02,59,842,Advanced Bio-scrubber
492.4,679.7,0.013,232,8686,8.39,34.8,1.01,biochar,12,168.6,162.6,0.003,37,1934,Trickling Biofilter
404.3,568.7,0.144,75,2167,7.96,21.7,2.08,activated carbon,37,151.1,190.1,0.047,24,303,Trickling Biofilter
302.5,243.8,0.142,121,9302,7.11,33.4,5.81,gravel,38,117.0,61.1,0.017,22,1419,Trickling Biofilter
623.9,1075.3,0.119,211,6109,5.69,28.2,7.08,activated carbon,96,165.6,219.1,0.036,45,1522,Advanced Bio-scrubber
323.3,594.8,0.149,219,5327,6.99,29.4,4.76,biochar,27,73.4,202.1,0.059,47,1574,Advanced Bio-scrubber
586.3,314.1,0.084,252,6810,7.14,21.0,7.58,woodchips,44,145.0,103.3,0.028,44,1491,Advanced Bio-scrubber
352.3,504.5,0.145,246,4655,8.75,23.8,5.7,gravel,86,125.1,142.4,0.027,56,1257,Advanced Bio-scrubber
313.7,555.5,0.016,158,4793,7.74,35.8,1.67,woodchips,85,123.7,169.5,0.003,38,488,Trickling Biofilter
366.9,1010.3,0.058,168,7738,6.59,29.1,2.73,gravel,56,107.6,393.4,0.017,54,830,Advanced Bio-scrubber
266.9,907.0,0.038,134,2577,7.34,26.0,8.56,woodchips,14,69.7,289.4,0.014,44,565,Compost Biofilter
543.5,946.2,0.033,82,3220,5.73,27.7,7.52,gravel,84,155.4,313.7,0.009,12,573,Trickling Biofilter
391.7,112.1,0.025,123,2030,8.9,37.1,9.05,gravel,68,102.2,23.9,0.006,34,564,Compost Biofilter
224.0,557.8,0.095,175,7691,6.76,35.0,2.06,activated carbon,84,56.3,130.1,0.014,65,1234,Advanced Bio-scrubber
637.7,629.5,0.118,292,4992,7.17,25.4,9.91,woodchips,68,203.3,163.8,0.037,39,931,Advanced Bio-scrubber
318.0,121.1,0.089,25,1913,6.74,22.4,2.88,activated carbon,56,64.6,37.3,0.028,6,393,Compost Biofilter
417.0,385.8,0.026,166,7358,7.89,25.0,1.11,activated carbon,22,105.0,137.1,0.01,54,1138,Trickling Biofilter
642.0,936.3,0.123,203,3181,7.82,38.4,9.98,woodchips,87,213.3,247.4,0.023,58,896,Advanced Bio-scrubber
467.0,250.8,0.097,47,4197,8.0,31.6,3.53,gravel,98,96.4,68.0,0.032,6,810,Trickling Biofilter
152.5,688.8,0.061,57,7040,6.44,30.7,7.01,activated carbon,42,33.0,173.0,0.014,12,1301,Trickling Biofilter
662.7,336.7,0.103,138,2462,6.6,31.9,2.59,woodchips,71,171.4,84.5,0.028,35,665,Trickling Biofilter
469.2,113.3,0.043,263,8037,5.94,27.3,6.22,gravel,88,176.2,44.2,0.015,105,1305,Trickling Biofilter
287.6,365.3,0.055,87,5994,7.79,36.1,9.14,activated carbon,25,101.5,119.5,0.009,13,1579,Trickling Biofilter
166.3,1173.5,0.138,233,6308,5.64,30.5,3.88,activated carbon,53,34.0,271.3,0.028,92,785,Advanced Bio-scrubber
572.3,981.7,0.047,237,7221,7.59,22.3,7.03,activated carbon,67,171.9,338.1,0.016,50,986,Advanced Bio-scrubber
464.4,1155.5,0.073,196,8090,8.54,22.6,2.69,gravel,15,118.4,398.0,0.02,31,2347,Advanced Bio-scrubber
410.7,636.6,0.134,183,8769,8.62,30.7,6.62,activated carbon,98,135.4,212.2,0.017,41,2354,Advanced Bio-scrubber
634.2,220.7,0.108,77,1687,7.07,38.7,4.03,gravel,24,218.4,50.1,0.025,22,300,Trickling Biofilter
568.9,702.8,0.014,288,5661,7.11,26.2,2.9,biochar,13,212.0,197.9,0.004,47,1289,Advanced Bio-scrubber
174.0,599.8,0.026,77,2894,5.77,37.4,3.82,activated carbon,65,51.3,132.8,0.01,14,835,Compost Biofilter
273.3,1028.8,0.006,124,8389,7.85,35.3,2.61,biochar,73,109.0,373.8,0.001,44,1194,Trickling Biofilter
234.1,207.9,0.096,247,5922,8.37,25.0,9.12,woodchips,77,92.7,68.8,0.033,99,662,Trickling Biofilter
541.2,637.1,0.07,266,7322,6.36,20.7,4.57,activated carbon,43,203.7,192.0,0.01,52,1519,Advanced Bio-scrubber
100.8,265.1,0.024,207,4183,6.97,22.0,3.21,woodchips,65,31.7,71.2,0.004,30,538,Trickling Biofilter
433.3,457.1,0.144,102,4797,8.44,34.6,5.04,woodchips,41,121.2,108.3,0.025,34,659,Trickling Biofilter
552.7,911.1,0.082,205,6178,8.57,24.0,3.88,woodchips,18,150.8,201.6,0.03,57,1719,Advanced Bio-scrubber
623.6,623.6,0.04,271,4968,6.35,27.4,7.7,biochar,72,126.2,245.6,0.006,35,504,Advanced Bio-scrubber
292.1,513.5,0.078,257,3716,7.43,30.0,9.74,gravel,81,73.0,123.2,0.026,99,979,Advanced Bio-scrubber
589.2,533.9,0.104,203,1190,6.17,34.5,4.94,biochar,87,202.5,113.2,0.025,25,242,Advanced Bio-scrubber
148.6,605.4,0.016,229,2335,5.86,22.3,8.75,biochar,42,47.7,237.5,0.006,66,495,Trickling Biofilter
604.8,963.5,0.045,116,9181,8.69,28.1,6.09,woodchips,96,231.8,298.5,0.016,26,2152,Trickling Biofilter
159.0,1081.3,0.122,227,1378,8.37,29.7,2.42,activated carbon,30,33.4,388.5,0.039,61,257,Trickling Biofilter
326.3,1150.9,0.072,156,4829,8.16,30.8,7.22,gravel,64,75.4,240.3,0.026,26,595,Advanced Bio-scrubber
574.3,965.6,0.084,203,7380,5.67,36.4,5.62,woodchips,85,205.5,302.6,0.024,62,890,Advanced Bio-scrubber
172.9,446.9,0.068,95,1615,8.45,23.4,6.86,gravel,66,47.0,125.0,0.024,37,405,Trickling Biofilter
222.1,856.9,0.011,161,3330,7.03,36.2,9.01,biochar,11,49.7,303.7,0.002,38,480,Trickling Biofilter
527.8,581.4,0.029,256,2754,6.7,33.9,4.96,gravel,22,210.7,120.7,0.004,66,291,Trickling Biofilter
526.4,380.1,0.07,44,1463,7.41,31.1,9.11,gravel,13,188.2,106.6,0.02,8,433,Trickling Biofilter
477.5,1025.0,0.035,86,5267,5.82,34.0,7.76,activated carbon,93,134.5,368.8,0.008,32,1559,Trickling Biofilter
510.2,142.3,0.012,269,4158,8.15,28.2,5.4,woodchips,59,186.1,43.3,0.003,105,730,Trickling Biofilter
416.5,1091.9,0.127,137,4624,7.54,22.8,6.43,gravel,57,140.0,338.5,0.033,46,486,Trickling Biofilter
236.1,607.6,0.147,92,5938,6.15,33.3,3.93,gravel,87,84.5,133.3,0.031,24,1457,Trickling Biofilter
294.3,800.9,0.12,29,6417,6.16,30.5,9.85,biochar,39,106.8,181.4,0.035,11,1708,Trickling Biofilter
192.6,825.3,0.129,230,7004,6.14,32.8,7.01,biochar,38,41.8,276.8,0.014,34,876,Advanced Bio-scrubber
643.2,1084.6,0.04,171,9881,5.7,26.8,1.39,gravel,17,208.8,363.4,0.016,42,1256,Advanced Bio-scrubber
441.7,800.3,0.144,24,6603,7.56,38.1,3.94,woodchips,21,88.9,316.8,0.054,6,1746,Trickling Biofilter
328.5,775.3,0.034,214,3212,8.44,31.7,6.61,gravel,50,68.6,265.5,0.013,53,913,Trickling Biofilter
366.4,173.3,0.143,132,7120,5.56,21.7,1.51,gravel,35,139.5,51.8,0.03,45,1838,Trickling Biofilter
667.3,670.2,0.149,290,6818,5.67,29.0,1.21,activated carbon,59,203.9,249.0,0.039,87,956,Advanced Bio-scrubber
175.1,265.2,0.108,182,1382,7.5,35.1,5.05,woodchips,11,60.8,58.6,0.042,25,252,Trickling Biofilter
443.5,911.2,0.147,124,3256,8.37,35.9,3.99,activated carbon,64,163.1,264.1,0.054,25,717,Trickling Biofilter
393.7,663.4,0.088,200,2412,6.64,29.9,4.94,woodchips,65,153.5,170.8,0.03,40,319,Trickling Biofilter
459.1,848.3,0.043,63,7146,6.72,37.9,3.36,woodchips,23,171.6,187.4,0.01,17,1016,Trickling Biofilter
91.2,145.8,0.068,194,1371,7.59,25.4,2.48,woodchips,15,27.1,51.4,0.018,36,215,Trickling Biofilter
620.7,193.3,0.091,181,6806,6.46,28.2,7.2,activated carbon,90,165.8,58.4,0.031,24,1374,Advanced Bio-scrubber
657.9,888.0,0.016,159,6565,5.59,38.0,5.63,activated carbon,98,151.9,276.5,0.003,47,1327,Advanced Bio-scrubber
430.4,179.3,0.095,151,9802,8.07,37.9,2.8,activated carbon,70,120.5,50.6,0.027,54,2577,Trickling Biofilter
511.9,178.4,0.147,106,9307,7.69,33.7,3.88,biochar,21,139.9,52.1,0.051,40,2332,Trickling Biofilter
651.9,113.3,0.033,195,8437,7.53,37.2,6.33,activated carbon,22,203.3,25.3,0.01,76,2386,Trickling Biofilter
518.5,1152.2,0.12,202,1446,8.1,21.8,1.65,biochar,28,172.7,385.5,0.029,68,385,Advanced Bio-scrubber
174.6,911.3,0.137,148,2391,7.86,37.3,2.33,biochar,53,69.1,261.1,0.038,21,361,Trickling Biofilter
437.3,488.6,0.142,265,2340,6.22,26.4,1.66,biochar,98,151.2,177.5,0.056,94,389,Trickling Biofilter
456.2,426.2,0.144,108,3939,6.73,23.6,8.31,gravel,68,150.0,102.0,0.04,24,788,Trickling Biofilter
343.0,484.7,0.081,85,6969,5.94,24.8,7.77,gravel,46,91.6,116.8,0.027,27,717,Trickling Biofilter
536.6,952.1,0.147,177,5813,5.95,28.4,7.78,gravel,34,111.0,313.4,0.047,46,1632,Advanced Bio-scrubber
659.3,827.5,0.115,168,4569,7.87,25.0,7.45,biochar,25,169.9,305.5,0.036,59,497,Advanced Bio-scrubber
653.9,303.7,0.028,135,6454,8.51,26.4,7.02,biochar,47,231.3,89.4,0.009,31,1062,Trickling Biofilter
359.5,291.5,0.074,233,4150,8.87,22.7,5.29,woodchips,52,86.7,100.7,0.017,28,887,Trickling Biofilter
150.2,208.2,0.109,272,7414,7.7,25.9,6.78,biochar,96,51.4,83.3,0.026,73,1509,Trickling Biofilter
690.6,826.3,0.041,162,5657,6.14,31.4,1.35,gravel,23,218.2,328.9,0.01,25,1306,Advanced Bio-scrubber
600.1,940.8,0.098,269,7947,5.87,28.8,6.59,biochar,15,140.6,328.2,0.011,105,1633,Advanced Bio-scrubber
157.3,391.6,0.102,44,8943,8.34,26.9,8.0,biochar,98,39.7,136.2,0.018,11,1304,Trickling Biofilter
650.9,123.0,0.029,296,4662,7.53,34.9,5.5,woodchips,32,194.8,30.7,0.004,79,654,Trickling Biofilter
619.3,190.4,0.087,89,5482,7.66,37.9,4.22,biochar,69,175.7,69.8,0.032,33,1543,Trickling Biofilter
401.7,1164.6,0.117,132,5797,8.24,35.1,3.5,activated carbon,21,142.9,327.3,0.021,38,886,Trickling Biofilter
446.6,425.0,0.077,131,6068,7.96,26.6,6.79,woodchips,22,154.9,166.8,0.011,25,948,Trickling Biofilter
327.4,946.1,0.007,110,6480,8.42,34.9,7.24,biochar,15,103.1,204.6,0.001,21,1183,Trickling Biofilter
114.0,787.1,0.006,37,9033,5.7,23.0,8.84,biochar,72,41.5,226.0,0.002,9,1155,Trickling Biofilter
287.8,520.1,0.057,168,1983,8.12,22.6,4.08,woodchips,47,89.9,161.8,0.006,60,399,Trickling Biofilter
577.8,326.3,0.139,246,6607,8.48,26.9,7.93,biochar,59,227.0,91.7,0.034,83,1539,Advanced Bio-scrubber
82.9,233.5,0.038,233,9543,6.5,36.2,6.05,gravel,61,20.2,56.5,0.005,91,2454,Trickling Biofilter
286.8,776.5,0.097,170,2907,7.74,24.9,8.95,activated carbon,49,98.3,247.4,0.034,21,704,Trickling Biofilter
326.9,952.1,0.037,211,7924,6.6,21.3,5.75,activated carbon,17,89.6,334.4,0.014,38,1026,Trickling Biofilter
413.2,808.3,0.052,59,9737,8.85,22.6,5.66,gravel,70,105.7,265.9,0.02,7,1862,Trickling Biofilter
650.3,683.3,0.128,261,5174,5.62,37.2,6.2,biochar,17,153.5,168.7,0.03,85,557,Advanced Bio-scrubber
294.7,146.1,0.111,157,8265,7.53,32.7,7.74,biochar,43,91.5,50.6,0.033,22,856,Trickling Biofilter
295.1,1165.3,0.019,199,2990,6.08,25.1,9.68,activated carbon,88,71.7,292.9,0.005,26,562,Trickling Biofilter
537.3,978.6,0.067,219,6596,7.99,31.1,1.66,biochar,69,129.0,230.0,0.014,59,993,Advanced Bio-scrubber
360.4,422.1,0.009,222,4998,6.12,30.6,1.48,activated carbon,66,143.5,142.7,0.002,50,1183,Trickling Biofilter
219.3,1178.0,0.075,80,4775,6.32,33.1,9.44,activated carbon,55,79.0,434.2,0.009,25,1169,Trickling Biofilter
360.5,762.1,0.101,211,5645,7.23,24.7,5.77,gravel,31,126.1,225.8,0.034,52,1575,Advanced Bio-scrubber
167.3,740.7,0.022,24,3061,8.7,37.3,6.53,activated carbon,96,60.0,226.9,0.004,5,772,Trickling Biofilter
189.4,922.9,0.047,256,5487,6.24,26.2,5.34,biochar,49,74.6,240.5,0.011,58,602,Trickling Biofilter
389.0,992.9,0.063,200,5435,6.0,33.9,1.84,biochar,54,122.4,296.8,0.015,72,947,Advanced Bio-scrubber
339.7,822.1,0.138,56,3644,8.16,20.3,7.91,woodchips,64,82.9,186.1,0.037,12,563,Trickling Biofilter
647.2,240.9,0.149,75,2045,7.25,27.5,7.73,biochar,60,241.0,94.2,0.051,15,362,Trickling Biofilter
304.7,472.1,0.012,256,8951,8.69,27.0,3.81,woodchips,95,106.2,170.0,0.004,52,1182,Trickling Biofilter
440.0,1120.9,0.115,216,7449,6.01,30.9,3.76,activated carbon,14,124.5,373.9,0.034,34,890,Advanced Bio-scrubber
472.0,347.1,0.059,92,3681,7.76,21.5,8.54,biochar,22,139.1,106.8,0.015,33,752,Trickling Biofilter
88.1,509.4,0.062,78,4199,6.32,35.8,1.65,gravel,37,24.9,182.6,0.008,11,1025,Trickling Biofilter
491.4,575.3,0.114,259,7768,6.05,24.4,8.93,gravel,93,189.7,172.0,0.025,96,1867,Advanced Bio-scrubber
190.4,583.3,0.138,21,8440,7.89,33.5,3.31,gravel,89,51.2,151.7,0.053,4,1605,Trickling Biofilter
675.9,774.2,0.143,207,9633,7.58,36.1,6.34,activated carbon,71,265.4,179.7,0.057,77,1970,Advanced Bio-scrubber
172.2,1137.4,0.089,49,3550,8.14,31.2,9.42,activated carbon,96,65.8,374.8,0.028,17,722,Trickling Biofilter
337.1,364.8,0.057,286,5225,6.58,34.8,7.1,woodchips,33,109.9,140.8,0.01,79,1245,Trickling Biofilter
132.9,233.7,0.119,127,1596,7.07,33.2,4.73,gravel,16,42.0,53.9,0.016,38,175,Compost Biofilter
698.1,317.2,0.041,109,7054,6.92,27.1,7.21,woodchips,47,191.3,74.9,0.009,22,1707,Trickling Biofilter
391.4,1075.6,0.087,224,2505,8.94,36.2,4.1,woodchips,46,79.7,308.4,0.031,61,542,Trickling Biofilter
449.1,810.4,0.057,239,7468,6.52,25.9,3.5,biochar,77,101.3,292.9,0.018,45,1043,Advanced Bio-scrubber
121.6,414.5,0.1,113,8236,6.53,31.4,9.97,biochar,51,42.7,107.3,0.037,25,904,Trickling Biofilter
545.0,997.5,0.04,122,2551,6.74,34.9,7.76,gravel,95,160.4,250.2,0.011,40,310,Trickling Biofilter
210.1,1047.5,0.033,242,7852,7.48,27.6,6.8,activated carbon,14,48.3,339.4,0.005,42,1609,Trickling Biofilter
636.8,1031.2,0.138,205,2449,6.38,26.1,4.2,biochar,73,161.0,316.7,0.019,72,616,Advanced Bio-scrubber
207.2,1110.8,0.02,203,6953,8.7,29.2,1.44,activated carbon,59,80.7,235.5,0.002,43,1161,Trickling Biofilter
198.2,377.5,0.078,181,9456,6.43,36.4,1.28,woodchips,96,54.2,81.7,0.021,47,1663,Trickling Biofilter
102.7,930.5,0.037,266,9042,8.64,38.6,5.99,woodchips,24,39.2,305.8,0.006,102,2594,Trickling Biofilter
372.7,606.6,0.011,50,3659,5.86,30.9,7.86,woodchips,82,97.2,177.7,0.004,15,522,Trickling Biofilter
430.2,1026.2,0.01,71,8509,7.8,33.2,5.84,woodchips,62,132.8,404.5,0.003,21,1027,Trickling Biofilter
120.7,901.3,0.03,95,8893,8.67,38.1,8.57,gravel,34,24.6,302.6,0.006,30,1500,Trickling Biofilter
560.8,954.1,0.131,297,8445,6.09,22.0,1.3,woodchips,98,170.7,192.7,0.02,112,2104,Advanced Bio-scrubber
361.0,821.8,0.046,59,3721,8.89,24.6,4.3,biochar,94,118.2,243.4,0.006,10,838,Trickling Biofilter
405.1,295.2,0.143,120,3925,7.09,34.2,3.13,woodchips,18,100.0,83.5,0.046,34,719,Trickling Biofilter
353.3,699.5,0.089,130,8104,8.81,36.5,5.03,activated carbon,47,111.6,154.8,0.021,29,2374,Trickling Biofilter
328.5,1183.1,0.068,268,7240,7.87,37.1,1.65,biochar,31,108.2,455.1,0.013,28,1788,Advanced Bio-scrubber
427.0,1131.1,0.089,210,1512,6.56,28.3,9.59,activated carbon,96,144.1,408.3,0.032,29,170,Trickling Biofilter
176.2,147.5,0.08,201,1215,6.16,21.8,3.01,activated carbon,58,62.6,36.3,0.022,40,302,Trickling Biofilter
192.8,281.3,0.115,228,8299,6.56,28.8,9.3,gravel,77,50.6,70.7,0.029,61,870,Trickling Biofilter
614.3,244.9,0.046,41,4153,5.83,24.6,4.83,gravel,24,192.6,50.5,0.015,15,955,Trickling Biofilter
666.6,898.6,0.056,185,8450,6.0,25.8,9.87,activated carbon,74,264.2,233.0,0.019,62,1201,Advanced Bio-scrubber
311.5,999.6,0.135,118,2706,5.87,35.4,5.99,activated carbon,63,118.3,316.8,0.041,31,648,Trickling Biofilter
247.9,334.9,0.142,227,2567,6.98,21.5,9.38,woodchips,39,96.8,95.2,0.033,28,416,Trickling Biofilter
479.3,656.4,0.134,27,2128,8.28,36.6,1.05,biochar,29,132.9,258.5,0.029,5,584,Trickling Biofilter
333.4,1024.8,0.066,209,4510,5.99,28.6,7.73,woodchips,42,119.2,216.5,0.022,44,755,Advanced Bio-scrubber
